0,0,2,0
1,0,2,0
0,1,2,0
2,0,2,0
1,1,2,0
0,2,2,0
3,0,2,0
2,1,2,0
3,1,2,0
2,2,2,0
3,2,2,0
1,2,2,0
2,3,2,0
3,3,2,0
1,3,2,0
2,4,2,0
3,4,2,0
1,4,2,0
2,5,2,0
3,5,2,0
1,5,2,0
2,6,2,0
4,5,2,0
3,6,2,0
4,4,2,0
0,4,2,0
1,6,2,0
2,7,2,0
0,5,2,0
0,6,2,0
0,7,2,0
1,7,2,0
0,8,2,0
4,6,2,0
3,7,2,0
0,3,2,0
5,5,2,0
5,4,2,0
4,3,2,0
2,8,2,0
5,6,2,0
4,7,2,0
1,8,2,0
0,9,2,0
3,8,2,0
2,9,2,0
4,8,2,0
3,9,2,0
4,9,2,0
3,10,2,0
5,9,2,0
4,10,2,0
5,10,2,0
4,11,2,0
6,10,2,0
5,11,2,0
6,11,2,0
6,9,2,0
6,12,2,0
6,8,2,0
3,11,2,0
4,12,2,0
5,12,2,0
3,12,2,0
4,13,2,0
2,12,2,0
3,13,2,0
5,13,2,0
6,13,2,0
5,14,2,0
6,14,2,0
4,14,2,0
5,15,2,0
3,14,2,0
4,15,2,0
3,15,2,0
4,16,2,0
2,15,2,0
3,16,2,0
5,16,2,0
4,17,2,0
6,16,2,0
5,17,2,0
6,17,2,0
5,18,2,0
6,15,2,0
6,18,2,0
6,19,2,0
2,14,2,0
3,17,2,0
4,18,2,0
2,17,2,0
3,18,2,0
2,18,2,0
3,19,2,0
1,17,2,0
2,16,2,0
4,19,2,0
2,19,2,0
3,20,2,0
1,19,2,0
2,20,2,0
0,19,2,0
1,20,2,0
1,18,2,0
0,20,2,0
0,18,2,0
4,20,2,0
3,21,2,0
5,19,2,0
1,14,2,0
2,13,2,0
2,21,2,0
0,17,2,0
1,16,2,0
6,20,2,0
1,15,2,0
4,21,2,0
3,22,2,0
1,21,2,0
2,22,2,0
1,22,2,0
2,23,2,0
3,23,2,0
1,23,2,0
2,24,2,0
0,14,2,0
1,13,2,0
5,20,2,0
6,21,2,0
5,21,2,0
5,22,2,0
6,22,2,0
4,22,2,0
5,23,2,0
6,23,2,0
4,23,2,0
5,24,2,0
6,24,2,0
6,25,2,0
5,25,2,0
6,26,2,0
5,26,2,0
6,27,2,0
5,27,2,0
6,28,2,0
4,27,2,0
5,28,2,0
4,28,2,0
5,29,2,0
3,28,2,0
4,29,2,0
3,29,2,0
4,30,2,0
5,30,2,0
3,30,2,0
4,31,2,0
6,30,2,0
5,31,2,0
2,29,2,0
6,31,2,0
6,29,2,0
3,31,2,0
4,32,2,0
5,32,2,0
3,32,2,0
4,33,2,0
2,32,2,0
3,33,2,0
1,32,2,0
2,33,2,0
2,31,2,0
1,31,2,0
2,30,2,0
3,34,2,0
4,34,2,0
2,34,2,0
3,35,2,0
5,34,2,0
4,35,2,0
5,35,2,0
4,36,2,0
5,36,2,0
3,36,2,0
4,37,2,0
6,36,2,0
5,37,2,0
6,37,2,0
5,38,2,0
3,37,2,0
4,38,2,0
6,35,2,0
6,34,2,0
6,38,2,0
6,39,2,0
5,39,2,0
6,40,2,0
4,39,2,0
5,40,2,0
4,40,2,0
5,41,2,0
3,40,2,0
4,41,2,0
3,41,2,0
4,42,2,0
2,40,2,0
3,39,2,0
2,39,2,0
3,38,2,0
